Listing ID,Title,Price,Location,Rooms,Baths,Size in Meters,Floor,Finish Type,View,Year Built,Payment Method,Seller Type,Developer,Property Link
EG-5072107,Apartment for sale 180 m Smouha (Victor Emmanuel),"5,600,000 EGP",Smouha,3,2,180,4,Super Lux,Main Street,1989,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5072107-for-sale-alexandria-smouha-victor-amanoiel-square/
EG-5079952,Apartments For sale in Valore Smouha Compound,"6,250,000 EGP",Smouha,3,3,205,5,Extra Super Lux,Main Street,2018,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5079952-for-sale-alexandria-smouha-compounds-in-smouha-valore-smouha/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078486-projects-valore-antoniades/
EG-5098282,Apartments For sale in Vee Muruj Compound - El Ghoniemy,"6,000,000 EGP",Smouha,3,2,147,6,Extra Super Lux,Main Street,2026,Installments,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5098282-for-sale-alexandria-smouha-compounds-in-smouha-kmbwnd-fy-mrwj-lgnymy/
EG-5069025,شقة للبيع 195م سموحة ( شارع فوزي معاذ),"6,500,000 EGP",Smouha,3,2,195,11,Super Lux,Main Street,2010,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5069025-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-5069712,Apartment for sale 270 square meters in Smouha (Albert I Street),"8,500,000 EGP",Smouha,4,3,270,4,Super Lux,Main Street,2000,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5069712-for-sale-alexandria-smouha-albert-al-awal-st/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078452-projects-valore-antoniades/
EG-5081240,Apartment for sale 152 m Smouha (Orouba Skyline),"7,100,000 EGP",Smouha,3,3,152,8,Super Lux,,2026,Cash or Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5081240-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-5094490,Apartments For sale in Albert Al Awal St.,"6,000,000 EGP",Smouha,3,2,130,4,Extra Super Lux,Main Street,2028,Installments,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/5094490-for-sale-alexandria-smouha-albert-al-awal-st/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078481-projects-valore-antoniades/
EG-5098376,Apartments For sale in Albert Al Awal St.,"7,000,000 EGP",Smouha,2,2,130,6,Extra Super Lux,Side Street,2027,Installments,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5098376-for-sale-alexandria-smouha-albert-al-awal-st/
EG-5082305,Apartments For sale in 14th of May St.,"4,600,000 EGP",Smouha,3,2,130,5,Extra Super Lux,Main Street,2014,Cash,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/5082305-for-sale-alexandria-smouha-14th-of-may-st/
EG-5053767,شقة للبيع 184م-سموحة-كومباوند العروبة-سكاى لاين,"7,500,000 EGP",Smouha,3,3,184,3,Extra Super Lux,Garden,2024,Installments,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5053767-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078460-projects-valore-antoniades/
EG-5081301,"Apartment for sale 87 m Smouha (SkyLine Compound) - 3,750,000 EGP (advance + over)","4,110,000 EGP",Smouha,2,2,87,1,Super Lux,,2024,Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5081301-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-5074480,Apartments For sale in 14th of May St.,"4,250,000 EGP",Smouha,2,2,149,5,Super Lux,Other,2000,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5074480-for-sale-alexandria-smouha/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078475-projects-valore-antoniades/
EG-5074270,Apartment for sale 146 m Smouha (Skyline Compound),"6,550,000 EGP",Smouha,3,2,146,3,Extra Super Lux,Main Street,2026,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5074270-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-5070919,Apartments For sale in Taqseem Al Qudah,"5,500,000 EGP",Smouha,3,2,190,4,Super Lux,Main Street,2007,Cash,Broker,Makank Real ESTATE,https://aqarmap.com.eg/en/listing/5070919-for-sale-alexandria-smouha-tqsym-lqdh/
EG-5068197,Apartments For sale in El-Nasr St.,"3,000,000 EGP",Smouha,3,2,165,5,Super Lux,Side Street,2000,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5068197-for-sale-alexandria-smouha-el-nasr-st/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078461-projects-valore-antoniades/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078463-projects-valore-antoniades/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078445-projects-valore-antoniades/
EG-5068493,Apartment for sale 132 m Smouha (Grand View),"5,750,000 EGP",Smouha,2,2,132,6,Extra Super Lux,Other,2011,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5068493-for-sale-alexandria-smouha-compounds-in-smouha-grand-view-complex-alexandria-for-investment/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078453-projects-valore-antoniades/
EG-5029086,شقة للبيع 310م بسموحة لم تسكن من قبل( شارع فوزي معاذالرئيسي),"15,000,000 EGP",Smouha,3,3,310,9,Extra Super Lux,Main Street,2002,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5029086-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078448-projects-valore-antoniades/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078468-projects-valore-antoniades/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078474-projects-valore-antoniades/
EG-5064866,Duplex apartment for sale (Grand view) Smouha 263 m,"16,000,000 EGP",Smouha,3,3,263,2,Semi Finished,Other,2024,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5064866-for-sale-alexandria-smouha-compounds-in-smouha-grand-view-complex-alexandria-for-investment/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078498-projects-valore-antoniades/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078493-projects-valore-antoniades/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078495-projects-valore-antoniades/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078477-projects-valore-antoniades/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/5078490-projects-valore-antoniades/
EG-5064833,"Apartment for sale 128 m Smouha (Marouj) - 3,000,000 EGP (down payment + over)","4,000,000 EGP",Smouha,2,2,128,11,Semi Finished,Other,2024,Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5064833-for-sale-alexandria-smouha-Muruj/
EG-5059874,"Apartment for sale 130 m Smouha (next to Fathallah) - 3,300,000 EGP","3,300,000 EGP",Smouha,2,1,130,2,Super Lux,Main Street,1996,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5059874-for-sale-alexandria-smouha-dr-sayed-fahmy-st/
EG-5073655,Apartment for sale 195m Smouha (Fawzy Moaz Street),"5,950,000 EGP",Smouha,3,2,195,6,Super Lux,Main Street,2010,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5073655-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-5068163,Apartments For sale in Antoniadis City Compound,"3,700,000 EGP",Smouha,2,1,136,4,Super Lux,,2015,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5068163-for-sale-alexandria-smouha-compounds-in-smouha-antoniadis-city-compound/
EG-5049941,Apartment for sale 140 m Smouha (Al Safa St.),"3,200,000 EGP",Smouha,3,1,140,2,Super Lux,Other,1992,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5049941-for-sale-alexandria-smouha-al-safa-st/
EG-5067050,Apartments For sale in Green Plaza St.,"2,200,000 EGP",Smouha,2,1,125,2,Extra Super Lux,Main Street,2012,Cash,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/5067050-for-sale-alexandria-smouha-green-plaza-st/
EG-5017191,سكاي فيلا دوبلكس للبيع- بمساحة 276 متر -سموحة مشروع سكاي لاين -,"13,334,000 EGP",Smouha,3,3,276,1,Extra Super Lux,Other,2020,Cash,Broker,REMAX TOP AGENTS,https://aqarmap.com.eg/en/listing/5017191-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-5048230,"Apartment for sale - Smouha (villa district), area el naser street 288 full meters","10,500,000 EGP",Smouha,3,3,288,9,Extra Super Lux,Other,2010,Cash,Broker,REMAX TOP AGENTS,https://aqarmap.com.eg/en/listing/5048230-for-sale-alexandria-smouha-el-nasr-st/
EG-5080723,Unit for sale - elsewhere in the heart of Smouha,"6,500,000 EGP",Smouha,2,1,130,5,Extra Super Lux,Main Street,2027,Installments,Broker,Aura Real Estate,https://aqarmap.com.eg/en/listing/5080723-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-5053081,Apartment for sale 185 m Smouha (Qudat Division),"6,200,000 EGP",Smouha,3,2,185,4,Super Lux,Other,2006,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5053081-for-sale-alexandria-smouha-tqsym-lqdh/
EG-5051897,Apartments For sale in Mohammed Fawzi Moaz St.,"10,000,000 EGP",Smouha,5,4,285,2,Semi Finished,Main Street,2024,Cash,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/5051897-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-5076315,شقة للبيع 189 م سموحة (كومباوند الإتحادية - أمام حدائق أنطونيادس),"3,200,000 EGP",Smouha,3,2,189,6,Super Lux,Main Street,2000,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5076315-for-sale-alexandria-smouha-elshohada-square-rd/
EG-5068465,"شقة للبيع 172 م سموحة (ش الخمسين) - 5,850,000 ج","5,850,000 EGP",Smouha,3,2,172,9,Super Lux,Main Street,2016,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5068465-for-sale-alexandria-smouha-compounds-in-smouha/
EG-4973649,Apartment for Sale in Smouha - Open Views,"8,320,000 EGP",Smouha,4,2,208,5,Super Lux,Main Street,2009,Cash,Broker,Iproperty,https://aqarmap.com.eg/en/listing/4973649-for-sale-alexandria-smouha-albert-al-awal-st/
EG-5068322,Apartments For sale in Mohammed Fawzi Moaz St.,"3,200,000 EGP",Smouha,3,1,140,2,Extra Super Lux,Main Street,1992,Cash,Broker,Makank Real ESTATE,https://aqarmap.com.eg/en/listing/5068322-for-sale-alexandria-smouha/
EG-5054278,Apartments For sale in Hadayek El Saraya,"6,200,000 EGP",Smouha,3,3,219,11,Semi Finished,,2024,Cash,Broker,DK FOR REAL ESTATE,https://aqarmap.com.eg/en/listing/5054278-for-sale-alexandria-smouha-compounds-in-smouha-hadayek-al-saraya/
EG-5080777,Unit for sale - elsewhere in the heart of Smouha,"6,500,000 EGP",Smouha,3,2,170,5,Extra Super Lux,Main Street,2027,Installments,Broker,Aura Real Estate,https://aqarmap.com.eg/en/listing/5080777-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-5070996,Apartments For sale in Alex Start Compound - Al Awael,"3,650,000 EGP",Smouha,3,2,152,2,Super Lux,Main Street,2016,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5070996-for-sale-alexandria-smouha-compounds-in-smouha-alex-startt/
EG-4947405,Apartments For sale in New Smouha,"3,200,000 EGP",Smouha,3,2,160,4,Semi Finished,Garden,2022,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4947405-for-sale-alexandria-smouha-compounds-in-smouha/
EG-5055269,Apartments For sale in Victor Amanoiel Square,"5,500,000 EGP",Smouha,3,2,190,4,Super Lux,Main Street,2007,Cash,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/5055269-for-sale-alexandria-smouha-victor-amanoiel-square/
EG-4781827,Apartments For sale in Muruj,"9,044,249 EGP",Smouha,4,3,200,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4781827-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4834209,Apartments For sale in Park Plaza Compound - Mimary,"24,315,948 EGP",Smouha,5,3,431,13,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4834209-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4818602,Apartments For sale in Park Plaza Compound - Mimary,"12,687,783 EGP",Smouha,4,3,226,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4818602-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-5068379,Apartments For sale in Grand Ville Compound - HYT,"3,700,000 EGP",Smouha,3,2,186,8,Semi Finished,Other,2015,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5068379-for-sale-alexandria-smouha-compounds-in-smouha-kmbwnd-jrnd-fyl/
EG-4898692,"Duplex for sale, 200 m, Smouha (Qudah Towers)","5,500,000 EGP",Smouha,3,3,200,12,Super Lux,Main Street,1999,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/4898692-for-sale-alexandria-smouha-tqsym-lqdh/
EG-4819339,Apartments For sale in Park Plaza Compound - Mimary,"6,262,000 EGP",Smouha,3,2,146,3,Extra Super Lux,Side Street,2021,Cash or Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4819339-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-5029498,Apartment for sale 150m Smouha (Andalusia Hospital Street),"3,300,000 EGP",Smouha,2,2,150,11,Lux,Other,2000,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5029498-for-sale-alexandria-smouha-el-andalus-st/
EG-4837090,Apartments For sale in Park Plaza Compound - Mimary,"12,369,200 EGP",Smouha,4,3,214,3,Super Lux,,2027,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4837090-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-5021418,Apartments For sale in Mostafa Kamel St.,"5,550,000 EGP",Smouha,3,2,179,3,Super Lux,Garden,2001,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5021418-for-sale-alexandria-smouha-mostafa-kamel-st/
EG-5052750,Apartments For sale in El-Nasr St.,"3,700,000 EGP",Smouha,2,2,200,1,Extra Super Lux,Side Street,2001,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5052750-for-sale-alexandria-smouha-el-nasr-st/
EG-5016807,Apartment for sale 168 m Smouha (Valory Antoniades),"5,500,000 EGP",Smouha,3,3,168,4,Super Lux,,2024,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5016807-for-sale-alexandria-smouha-compounds-in-smouha-valore-antoniadis-compound-el-ghonimy/
EG-5029372,Apartments For sale in Taqseem Al Qudah,"6,000,000 EGP",Smouha,3,3,250,10,Super Lux,Other,2010,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5029372-for-sale-alexandria-smouha-tqsym-lqdh/
EG-5036347,شقة للبيع 145م سموحة (تاني نمره من فوزي معاذ),"4,300,000 EGP",Smouha,3,2,145,5,Super Lux,Main Street,2010,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5036347-for-sale-alexandria-smouha-kamal-el-deen-salah-st/
EG-5039702,Apartments For sale in Ademon Fremon St.,"9,000,000 EGP",Smouha,3,3,245,11,Extra Super Lux,Main Street,2018,Cash,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/5039702-for-sale-alexandria-smouha-compounds-in-smouha-antoniadis-city-compound/
EG-5053547,Apartment for sale 115 m Smouha (Al Balqan St in front Of Smouha's Health Bureau),"2,900,000 EGP",Smouha,2,1,115,11,Super Lux,Other,2005,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5053547-for-sale-alexandria-smouha-zaki-ragab-st/
EG-4817377,Apartments For sale in Park Plaza Compound - Mimary,"12,687,783 EGP",Smouha,4,3,226,5,Extra Super Lux,,2022,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4817377-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4843461,Apartments For sale in Muruj,"5,217,000 EGP",Smouha,3,2,141,11,Super Lux,Main Street,2024,Cash or Installments,Broker,Damac real estate,https://aqarmap.com.eg/en/listing/4843461-for-sale-alexandria-smouha-Muruj/
EG-5068207,Apartments For sale in Mohammed Fawzi Moaz St.,"4,700,000 EGP",Smouha,3,2,155,10,Super Lux,Main Street,2009,Cash,Broker,Makank Real ESTATE,https://aqarmap.com.eg/en/listing/5068207-for-sale-alexandria-smouha/
EG-5021356,Apartment for sale 210 m Smouha (Bahaa El-Din Al-Ghatwary),"5,700,000 EGP",Smouha,3,3,210,2,Extra Super Lux,Main Street,2016,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5021356-for-sale-alexandria-smouha-mohammed-bahaa-al-din-al-ghouri-st/
EG-5040483,شقة للبيع 173 م سموحة (العروبة سكاي لاين B1),"8,784,780 EGP",Smouha,3,2,173,4,Super Lux,,2022,Cash or Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5040483-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4971226,Apartments For sale in Park Plaza Compound - Mimary,"9,552,000 EGP",Smouha,4,3,198,9,Extra Super Lux,,2027,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4971226-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4934746,Apartments For sale in Abd El-Moneim El-Ansary St.,"4,250,000 EGP",Smouha,3,2,170,14,Super Lux,Main Street,2014,Cash,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/4934746-for-sale-alexandria-smouha-abd-el-moneim-el-ansary-st/
EG-5013915,Apartment for sale 168 m Smouha (Skyline - Orouba),"8,500,000 EGP",Smouha,3,2,168,7,Super Lux,Other,2022,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5013915-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-5013712,"Apartment for sale, 245 m, Smouha (Tutankhamun Street)","7,350,000 EGP",Smouha,3,2,245,3,Super Lux,Other,2004,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5013712-for-sale-alexandria-smouha-tout-ankh-amoun-st/
EG-4953139,Apartments For sale in Park Plaza Compound - Mimary,"9,588,000 EGP",Smouha,4,3,204,7,Super Lux,,2027,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4953139-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4915775,Duplex for sale 285m Smouha (Edmond Phermon),"14,500,000 EGP",Smouha,3,4,285,7,Extra Super Lux,Other,2013,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/4915775-for-sale-alexandria-smouha-ademon-fremon-st/
EG-5008493,Apartment for sale 190 m Smouha (Fawzi Moaaz st),"6,500,000 EGP",Smouha,3,2,190,11,Super Lux,Main Street,2011,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5008493-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
