Listing ID,Title,Price,Location,Rooms,Baths,Size in Meters,Floor,Finish Type,View,Year Built,Payment Method,Seller Type,Developer,Property Link
EG-5183344,شقة سكنية رائعة للبيع في ميامي - الإسكندرية,"850,000 EGP",Miami,2,1,65,10,Super Lux,Other,2015,Cash,Broker,,https://aqarmap.com.eg/en/listing/5183344-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5174423,شقة للبيع بالدور الرابع,"2,650,000 EGP",Miami,3,1,130,4,Super Lux,Main Street,2007,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5174423-for-sale-alexandria-miami/
EG-5189406,Apartment for sale - Miami - area 145 meters,"2,900,000 EGP",Miami,3,2,145,13,Super Lux,Main Street,2006,Cash,Broker,Aura Real Estate,https://aqarmap.com.eg/en/listing/5189406-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5161816,Apartments For sale in Iskandar Ibrahim St.,"2,200,000 EGP",Miami,2,1,115,5,Super Lux,Main Street,1997,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5161816-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5185208,Apartment for sale 185 m Miami (Gamal Abdel Nasser Street),"3,100,000 EGP",Miami,3,2,185,12,Super Lux,Main Street,1997,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5185208-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-4847698,Apartments For sale in Mahmoud El-Isawy St.,"2,550,000 EGP",Miami,3,2,160,5,Extra Super Lux,Side Street,2005,Cash,Broker,Benaya,https://aqarmap.com.eg/en/listing/4847698-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5165479,Apartment for sale 130 m Miami (Al Arman St),"3,000,000 EGP",Miami,3,1,130,17,Super Lux,Other,2020,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5165479-for-sale-alexandria-miami-ibn-moeslh-al-arman-st/
EG-5162467,وحدة أول سكن للبيع 120م ميامي خطوات من جمال عبد الناصر,"2,100,000 EGP",Miami,2,1,120,9,Super Lux,Main Street,2011,Cash,Broker,Makank Real ESTATE,https://aqarmap.com.eg/en/listing/5162467-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5189411,"Apartment for Sale, 140 sqm, directly on Iskandar Ibrahim Street – Miami","3,400,000 EGP",Miami,3,1,140,8,Super Lux,Sea View,1999,Cash,Broker,Makank Real ESTATE,https://aqarmap.com.eg/en/listing/5189411-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5181247,Apartment for sale 160 M- Miami-Gamal Abdel Nasser ST.,"2,600,000 EGP",Miami,3,1,160,7,Super Lux,Main Street,2009,Cash,Broker,Benaya,https://aqarmap.com.eg/en/listing/5181247-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5178412,Apartment for sale - Miami (Al-Eisawi) - Area 130 meters,"2,750,000 EGP",Miami,3,1,130,14,Super Lux,Main Street,2013,Cash,Broker,Aura Real Estate,https://aqarmap.com.eg/en/listing/5178412-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5148143,Apartments For sale in Mahmoud El-Isawy St.,"3,300,000 EGP",Miami,3,1,155,10,Super Lux,Main Street,2003,Cash or Installments,Private Owner,Mohamed saeed,https://aqarmap.com.eg/en/listing/5148143-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5140143,Duplex for sale 200 m (Al-Essawy Street),"3,900,000 EGP",Miami,3,2,200,10,Super Lux,Main Street,1995,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5140143-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5161729,Apartments For sale in Khaled Ibn El Waleed St.,"3,700,000 EGP",Miami,3,2,190,1,Extra Super Lux,Side Street,1995,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5161729-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5177782,Apartment for sale 120 m Miami (Khaled Ibn Al Walid St),"2,250,000 EGP",Miami,3,1,120,4,Super Lux,Main Street,1900,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5177782-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5161346,Apartment for sale 250 m in Miami (Street 45),"7,500,000 EGP",Miami,3,3,250,10,Extra Super Lux,Sea View,2017,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/5161346-for-sale-alexandria-miami-forty-five-st/
EG-5106724,Apartments For sale in Gamal Abdel Nasser St.,"1,850,000 EGP",Miami,3,1,125,13,Super Lux,Main Street,2010,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5106724-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5092288,Apartments For sale in Iskandar Ibrahim St.,"2,200,000 EGP",Miami,2,1,115,5,Super Lux,Main Street,1998,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5092288-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5089215,Apartments For sale in Khaled Ibn El Waleed St.,"2,600,000 EGP",Miami,3,1,145,15,Super Lux,Main Street,2016,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/5089215-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5165328,Apartment for sale - Miami (3rd number from the sea) - area of 100 full meters,"1,900,000 EGP",Miami,2,1,100,9,Super Lux,Sea View,1989,Cash,Broker,REMAX TOP AGENTS,https://aqarmap.com.eg/en/listing/5165328-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5175551,Apartments For sale in Amin Khirat Al Ghandour St.,"1,750,000 EGP",Miami,3,1,125,12,Super Lux,Side Street,2011,Cash,Broker,Benaya,https://aqarmap.com.eg/en/listing/5175551-for-sale-alexandria-miami-amin-khirat-al-ghandour-st/
EG-5188682,شقة للبيع 80 م ميامي (متفرع من ش جمال عبد الناصر),"1,200,000 EGP",Miami,2,1,80,19,Super Lux,Other,2013,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5188682-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5164532,شقة للبيع في كمبوند متكامل,"2,550,000 EGP",Miami,3,1,170,10,Super Lux,Main Street,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5164532-for-sale-alexandria-miami/
EG-5164581,شقة للبيع - 100 متر صافي,"1,900,000 EGP",Miami,3,1,100,5,Super Lux,Main Street,2013,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5164581-for-sale-alexandria-miami/
EG-5167017,شقة سوبر لوكس للبيع في ميامي - الإسكندرية,"1,300,000 EGP",Miami,3,1,105,16,Super Lux,Other,2007,Cash,Broker,,https://aqarmap.com.eg/en/listing/5167017-for-sale-alexandria-miami/
EG-5166852,شقة للبيع في ميامي - موقع متميز مع تشطيب فندقي,"2,850,000 EGP",Miami,3,2,140,8,Super Lux,Main Street,2028,Cash or Installments,Private Owner,,https://aqarmap.com.eg/en/listing/5166852-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5164796,شقة للبيع في سيدي بشر بحري,"1,100,000 EGP",Miami,2,1,75,7,Super Lux,Other,2013,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5164796-for-sale-alexandria-miami/
EG-5160777,شقة للبيع متفرعة من خليل حمادة - 70 متر,"800,000 EGP",Miami,2,1,70,6,Super Lux,Other,1993,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160777-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5161992,شقه للبيع ب ميامي,"2,450,000 EGP",Miami,3,1,135,4,Extra Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5161992-for-sale-alexandria-miami/
EG-5161726,شقة للبيع في ميامي، بحر مباشر,"3,200,000 EGP",Miami,2,1,100,1,Super Lux,Sea View,1997,Cash,Broker,,https://aqarmap.com.eg/en/listing/5161726-for-sale-alexandria-miami-el-gaish-rd-st/
EG-5164961,شقة للبيع في ميامي بمساحة 120 متر,"2,400,000 EGP",Miami,2,1,120,10,Super Lux,Other,2010,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5164961-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5160734,عنوان: شقة للبيع 165 متر تاني نمره من العيسوي,"3,200,000 EGP",Miami,3,1,165,13,Super Lux,Other,2000,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160734-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5162867,شقة للبيع بمساحة 90 متر في شارع حسن زغمور، متفرع من إسكندر إبراهيم,"1,250,000 EGP",Miami,2,1,90,14,Lux,Other,2008,Cash,Broker,,https://aqarmap.com.eg/en/listing/5162867-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5160835,شقة 100 م للبيع في خالد بن الوليد,"990,000 EGP",Miami,3,1,100,6,Super Lux,Sea View,1996,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160835-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5162808,شقة لؤطة للبيع في شارع النبوي المهندس,"950,000 EGP",Miami,3,1,110,1,Extra Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5162808-for-sale-alexandria-miami/
EG-5164780,شقة للبيع في ميامي,"2,050,000 EGP",Miami,3,1,140,7,Super Lux,Other,1995,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5164780-for-sale-alexandria-miami-ibn-moeslh-al-arman-st/
EG-5164432,شقة للبيع بحري 60م - موقع مميز بالقرب من البحر,"580,000 EGP",Miami,2,1,60,8,Super Lux,Main Street,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5164432-for-sale-alexandria-miami/
EG-5163152,شقة تمليك في ميامي,"2,400,000 EGP",Miami,3,1,130,2,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163152-for-sale-alexandria-miami/
EG-5167461,شقة سوبر لوكس للبيع في الإسكندرية - ميامي,"1,200,000 EGP",Miami,3,1,90,16,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5167461-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5160726,شقة للبيع 115 متر متفرعة من إسكندر إبراهيم,"1,500,000 EGP",Miami,3,1,115,18,Super Lux,Other,2018,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160726-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5162818,شقة فاخرة للبيع بسعر مميز,"800,000 EGP",Miami,2,1,90,14,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5162818-for-sale-alexandria-miami/
EG-5160308,شقة تحفة للبيع في شارع الأرميني,"1,500,000 EGP",Miami,3,1,135,1,Super Lux,Other,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/5160308-for-sale-alexandria-miami/
EG-5156810,شقة للبيع في ميامي,"3,250,000 EGP",Miami,2,1,140,10,Lux,Other,1987,Cash,Broker,,https://aqarmap.com.eg/en/listing/5156810-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5160809,شقة للبيع في ميامي - خطوات للبحر,"2,400,000 EGP",Miami,3,1,135,4,Super Lux,Other,2001,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160809-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5160846,شقة 95 م² للبيع في أسواق الشريف,"2,000,000 EGP",Miami,2,1,95,11,Super Lux,Other,2014,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160846-for-sale-alexandria-miami/
EG-5163463,شقة تمليك 110 متر للبيع في ميامي بحري - إطلالة مفتوحة ومشمسة,"1,850,000 EGP",Miami,3,1,110,14,Super Lux,Other,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163463-for-sale-alexandria-miami/
EG-5160208,شقة للبيع بأسعار مميزة في ميامي بحري,"1,050,000 EGP",Miami,3,1,85,2,Super Lux,Other,2008,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160208-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5164359,شقة مطلة على البحر للبيع في ميامي,"1,950,000 EGP",Miami,2,1,80,13,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5164359-for-sale-alexandria-miami/
EG-5160064,شقة رائعة للبيع في ميامي - خطوات من أليكس إسكان,"2,450,000 EGP",Miami,3,1,135,4,Super Lux,Other,2002,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160064-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5164366,شقة مطلة على البحر للبيع في ميامي,"2,700,000 EGP",Miami,2,1,103,11,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5164366-for-sale-alexandria-miami/
EG-5166220,شقة 140 متر للبيع في ميامي بشارع 57,"2,900,000 EGP",Miami,3,2,140,8,Super Lux,Other,2003,Cash,Broker,,https://aqarmap.com.eg/en/listing/5166220-for-sale-alexandria-miami-street-57/
EG-5165752,شقة سوبر لوكس للبيع في ميامي,"1,300,000 EGP",Miami,3,1,105,16,Super Lux,Sea View,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5165752-for-sale-alexandria-miami/
EG-5162453,شقة رائعة للبيع في ميامي - إطلالة بحرية مميزة!,"2,400,000 EGP",Miami,2,1,120,10,Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5162453-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5160719,شقة للبيع 125 م في 45 شارع 12,"980,000 EGP",Miami,2,1,125,3,Super Lux,Other,2015,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160719-for-sale-alexandria-miami-forty-five-st/
EG-5159463,شقة للبيع من المالك مباشرة – فرصة رائعة!,"2,000,000 EGP",Miami,3,1,120,9,Extra Super Lux,Other,2020,Cash,Broker,,https://aqarmap.com.eg/en/listing/5159463-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5159491,شقة للبيع بفيو مفتوح في منطقة راقية – فرصة لا تفوت!,"2,400,000 EGP",Miami,3,2,240,8,Super Lux,Other,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5159491-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5156585,? شقة للبيع من المالك مباشرة في ميامي! ?,"3,000,000 EGP",Miami,3,2,135,12,Super Lux,Sea View,2013,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5156585-for-sale-alexandria-miami-kaad-assrab-al-bhar-st/
EG-5160815,شقة للبيع 145 م في شارع الأرمن - خطوات للبحر,"2,300,000 EGP",Miami,4,1,145,3,Super Lux,Other,1997,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160815-for-sale-alexandria-miami-ibn-moeslh-al-arman-st/
EG-5159992,شقة مميزة للبيع في ميامي على البحر,"1,700,000 EGP",Miami,2,1,100,4,Lux,Other,1996,Cash,Broker,,https://aqarmap.com.eg/en/listing/5159992-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5161683,شقة مميزة للبيع في ميامي - 80 متر,"900,000 EGP",Miami,2,1,80,17,Lux,Other,2005,Cash,Broker,,https://aqarmap.com.eg/en/listing/5161683-for-sale-alexandria-miami/
EG-5160215,شقة للبيع في ميامي بحري - عبد الناصر,"2,300,000 EGP",Miami,3,4,135,6,Super Lux,Other,2006,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160215-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5160020,شقة فاخرة للبيع في ميامي,"2,300,000 EGP",Miami,2,1,115,2,Super Lux,Other,2013,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160020-for-sale-alexandria-miami-samy-raouf-st/
EG-5154555,شقة للبيع في الإسكندرية - ميامي - فرصة استثمار رائعة!,"2,500,000 EGP",Miami,2,1,135,18,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5154555-for-sale-alexandria-miami-kaad-assrab-al-bhar-st/
EG-5153973,شقة 3 غرف للبيع في ميامي - بالقرب من شارع جمال عبد الناصر,"1,800,000 EGP",Miami,3,1,130,14,Super Lux,Other,2018,Cash,Broker,,https://aqarmap.com.eg/en/listing/5153973-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5163371,شقة للبيع قرب إسکندر إبراهيم - فرصة مميزة!,"700,000 EGP",Miami,2,1,100,7,Semi Finished,Side Street,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163371-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5155197,شقة للبيع في ميامي - موقع مميز,"2,500,000 EGP",Miami,2,1,145,4,Super Lux,Other,2022,Cash,Broker,,https://aqarmap.com.eg/en/listing/5155197-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5154100,شقة للبيع في ميامي,"1,800,000 EGP",Miami,2,1,120,1,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5154100-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5163296,شقة تمليك للبيع في ميامي - فرصة مميزة!,"2,800,000 EGP",Miami,3,1,135,8,Super Lux,Other,2006,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163296-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5155212,شقة لقطة للبيع في ميامي - موقع مميز,"1,300,000 EGP",Miami,2,1,90,4,Super Lux,Other,1990,Cash,Broker,,https://aqarmap.com.eg/en/listing/5155212-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5163070,شقة تمليك للبيع في ميامي - فرصة رائعة,"1,600,000 EGP",Miami,2,1,90,3,Super Lux,Other,2007,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163070-for-sale-alexandria-miami/
EG-5163132,شقة تمليك سوبر لوكس للبيع في ميامي - 120 متر مع فيو مفتوح,"1,950,000 EGP",Miami,3,1,120,9,Super Lux,Other,1996,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163132-for-sale-alexandria-miami/
EG-5153525,شقة للبيع 90 متر في شارع الدكتور مصطفى نظيف - دور 12,"850,000 EGP",Miami,2,1,90,12,Super Lux,Main Street,2020,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5153525-for-sale-alexandria-miami-salah-al-din-shaban-st/
EG-5158858,شقة دوبلكس للبيع في جمال عبد الناصر,"5,500,000 EGP",Miami,3,3,300,8,Extra Super Lux,Main Street,2009,Cash,Broker,,https://aqarmap.com.eg/en/listing/5158858-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5163344,شقة فاخرة للبيع في ميامي - تري البحر من الجانبين!,"2,100,000 EGP",Miami,2,1,90,2,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163344-for-sale-alexandria-miami/
EG-5163394,شقة مطلة على البحر للبيع في ميامي - فرصة لا تفوت!,"1,900,000 EGP",Miami,3,1,120,9,Super Lux,Other,2011,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163394-for-sale-alexandria-miami/
EG-5153794,شقة استثمار للبيع في أول شارع خالد بن الوليد,"1,400,000 EGP",Miami,2,1,85,7,Super Lux,Main Street,2023,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5153794-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5162933,شقة رائعة للبيع في شارع 9 شمال - كود 03430,"800,000 EGP",Miami,3,1,100,17,Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5162933-for-sale-alexandria-miami/
EG-5160147,شقة للبيع بموقع مميز في ميامي,"2,400,000 EGP",Miami,3,1,130,2,Super Lux,Other,2010,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5160147-for-sale-alexandria-miami-mahmoud-el-isawy-st/
EG-5155012,شقة في قلب العيسوي وجمال عبدالناصر,"2,300,000 EGP",Miami,3,1,125,18,Super Lux,Other,2003,Cash,Broker,,https://aqarmap.com.eg/en/listing/5155012-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5153305,شقة فاخرة للبيع في ميامي - إطلالة بحرية رائعة,"3,250,000 EGP",Miami,2,1,140,10,Super Lux,Other,1987,Cash,Broker,,https://aqarmap.com.eg/en/listing/5153305-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5153566,شقه للبيع,"1,700,000 EGP",Miami,2,1,100,4,Super Lux,Other,1996,Cash,Broker,,https://aqarmap.com.eg/en/listing/5153566-for-sale-alexandria-miami/
EG-5163228,شقة فاخرة للبيع في خليل حمادة - فرصة لا تعوض,"1,150,000 EGP",Miami,2,1,80,10,Lux,Other,1986,Cash,Broker,,https://aqarmap.com.eg/en/listing/5163228-for-sale-alexandria-miami/
EG-5150276,شقة للبيع في ميامي,"2,450,000 EGP",Miami,3,1,135,4,Super Lux,Other,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5150276-for-sale-alexandria-miami-el-sebaey-st/
EG-5149854,شقة للبيع في ميامي,"1,500,000 EGP",Miami,3,1,110,5,Super Lux,Other,2019,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5149854-for-sale-alexandria-miami/
EG-5138837,شقة تمليك 135 متر قريبة من البحر,"2,500,000 EGP",Miami,3,1,135,13,Super Lux,Other,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5138837-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5150136,شقة للبيع بسعر مغري,"1,850,000 EGP",Miami,2,1,120,2,Super Lux,Other,2005,Cash,Broker,,https://aqarmap.com.eg/en/listing/5150136-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5154836,شقة للبيع في ميامي - فرصة ذهبية!,"2,800,000 EGP",Miami,3,2,165,7,Super Lux,Main Street,2021,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5154836-for-sale-alexandria-miami/
EG-5159873,شقة للبيع في ميامي - الإسكندرية,"870,000 EGP",Miami,2,1,75,13,Lux,Other,2015,Cash,Broker,,https://aqarmap.com.eg/en/listing/5159873-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5159813,شقة الترا سوبر لوكس للبيع في ميامي - فرصة لا تفوت!,"2,200,000 EGP",Miami,2,1,115,2,Extra Super Lux,Other,2021,Cash,Broker,,https://aqarmap.com.eg/en/listing/5159813-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5149834,شقة للبيع - بحري عبد الناصر,"1,550,000 EGP",Miami,2,1,90,3,Super Lux,Other,1996,Cash or Installments,Private Owner,,https://aqarmap.com.eg/en/listing/5149834-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5151407,شقة للبيع في ميامي - شارع خالد ابن الوليد,"3,250,000 EGP",Miami,2,1,140,10,Super Lux,Other,1987,Cash,Broker,,https://aqarmap.com.eg/en/listing/5151407-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5151373,فرصة عاجلة من المالك بدون عمولة! تصلح للاستثمار أو السكن.,"850,000 EGP",Miami,2,1,75,13,Super Lux,Other,2022,Cash,Broker,,https://aqarmap.com.eg/en/listing/5151373-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5139138,شقه للبيع 110 متر ب ميامي,"2,400,000 EGP",Miami,2,1,110,17,Super Lux,Other,2012,Cash,Broker,,https://aqarmap.com.eg/en/listing/5139138-for-sale-alexandria-miami/
EG-5150159,شقة للبيع بسعر مغري في سكندر إبراهيم,"2,350,000 EGP",Miami,3,1,120,14,Super Lux,Sea View,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5150159-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5149728,شقة للبيع - من المالك مباشرة,"2,550,000 EGP",Miami,2,1,180,1,Super Lux,Other,2009,Cash,Broker,,https://aqarmap.com.eg/en/listing/5149728-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5136258,شقة للبيع بالاسكندرية ميامي 160متر,"2,650,000 EGP",Miami,3,2,160,8,Extra Super Lux,Other,2004,Cash,Broker,,https://aqarmap.com.eg/en/listing/5136258-for-sale-alexandria-miami/
EG-5159492,شقة للبيع في ميامي – فرصة مميزة!,"2,450,000 EGP",Miami,3,1,135,4,Super Lux,Other,2002,Cash,Broker,,https://aqarmap.com.eg/en/listing/5159492-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5158770,: شقة للبيع في ميامي - موقع مميز وشقة سوبر لوكس,"2,300,000 EGP",Miami,2,1,115,2,Super Lux,Other,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5158770-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5158763,شقة للبيع في ميامي، بشارع سامي رؤوف المتفرع من شارع إسكندر إبراهيم الرئيسي.,"2,300,000 EGP",Miami,2,1,115,2,Super Lux,Side Street,2013,Cash,Broker,,https://aqarmap.com.eg/en/listing/5158763-for-sale-alexandria-miami-samy-raouf-st/
EG-5160080,شقة للبيع في شاطئ السرايا,"3,300,000 EGP",Miami,3,1,150,3,Extra Super Lux,Other,2012,Cash or Installments,Broker,,https://aqarmap.com.eg/en/listing/5160080-for-sale-alexandria-miami-khld-bn-lwlyd/
EG-5149670,شقة للبيع بموقع مميز,"2,100,000 EGP",Miami,3,2,150,1,Super Lux,Other,2001,Cash,Private Owner,,https://aqarmap.com.eg/en/listing/5149670-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5151206,شقة للبيع من المالك مباشرة - فرصة مميزة!,"2,200,000 EGP",Miami,2,1,115,2,Super Lux,Main Street,2023,Cash,Broker,,https://aqarmap.com.eg/en/listing/5151206-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5119934,Apartments For sale in Iskandar Ibrahim St.,"2,200,000 EGP",Miami,2,1,155,5,Super Lux,Main Street,1997,Cash,Building Developer,sira real estate,https://aqarmap.com.eg/en/listing/5119934-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-5106702,Apartments For sale in Kaad Assrab Al Bhar St.,"2,850,000 EGP",Miami,3,3,145,15,Super Lux,Side Street,2013,Cash,Broker,Benaya,https://aqarmap.com.eg/en/listing/5106702-for-sale-alexandria-miami-kaad-assrab-al-bhar-st/
EG-4800537,Apartment at Miami,"1,700,000 EGP",Miami,2,1,86,1,Lux,Main Street,1992,Cash,Private Owner,Amr Mohsen,https://aqarmap.com.eg/en/listing/4800537-for-sale-alexandria-miami-ibn-moeslh-al-arman-st/
EG-5111088,Apartments For sale in Gamal Abdel Nasser St.,"2,750,000 EGP",Miami,3,1,145,8,Super Lux,Other,2005,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/5111088-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-4976573,Apartments For sale in Mohammed Awad Gebreel St.,"2,500,000 EGP",Miami,2,1,110,11,Semi Finished,Corner,2006,Cash,Private Owner,محمد,https://aqarmap.com.eg/en/listing/4976573-for-sale-alexandria-miami-mohammed-awad-gebreel-st/
EG-4932529,"Apartment for sale, 160 M- Miami - Gamal Abdel Nasser Main ST.","2,700,000 EGP",Miami,3,2,160,6,Lux,Side Street,2010,Cash,Broker,Benaya,https://aqarmap.com.eg/en/listing/4932529-for-sale-alexandria-miami-shr-jml-bd-lnsr/
EG-5164746,"Move in Now to a 120 sqm Net Apartment in Miami, Behind the Academy","1,300,000 EGP",Miami,2,1,120,6,Lux,Main Street,1999,Cash,Broker,Makank Real ESTATE,https://aqarmap.com.eg/en/listing/5164746-for-sale-alexandria-miami-khalf-al-akademaia-st/
EG-4963666,Apartments For sale in Mahmoud El-Isawy St.,"3,100,000 EGP",Miami,3,2,140,11,Super Lux,Other,2014,Cash,Private Owner,Tarek Mohamed,https://aqarmap.com.eg/en/listing/4963666-for-sale-alexandria-miami-mahmoud-el-isawy-st/
